tag,raw_text,tokens,ch_count
None-of-the-above,What she says is opposite to periyaarism.. Periyar Kalyanam ellam edhuku ellam Udal aasai thaan. Yaar venum naalum yaara venumnaalum kaadhalikkalaam ethana per kooda venumnaalum Udal uravu kollalaam nu solraaru.,"['what', 'she', 'says', 'is', 'opposite', 'to', 'periyaarism', '......', 'periyar', 'kalyanam', 'ellam', 'edhuku', 'ellam', 'udal', 'aasai', 'thaan', '.', 'yaar', 'venum', 'naalum', 'yaara', 'venumnaalum', 'kaadhalikkalaam', 'ethana', 'per', 'kooda', 'venumnaalum', 'udal', 'uravu', 'kollalaam', 'nu', 'solraaru', '.']",33
None-of-the-above,Prince Vegeta  adhu pinnaale paatthuppom....apdi athule enakku athaachum pracchanai naa aprom neengge sonnathe aetthukkuren; Saringgalaa sir,"['prince', 'vegeta', 'adhu', 'pinnaale', 'paatthuppom', '......', 'apdi', 'athule', 'enakku', 'athaachum', 'pracchanai', 'naa', 'aprom', 'neengge', 'sonnathe', 'aetthukkuren', ';', 'saringgalaa', 'sir']",19
None-of-the-above,Yelarum CM cell ku complaint pannunga.,"['yelarum', 'cm', 'cell', 'ku', 'complaint', 'pannunga', '.']",7
None-of-the-above,Asiq Anna vera level pola,"['asiq', 'anna', 'vera', 'level', 'pola']",5
None-of-the-above,damaal dumeel avanga oru nalla poraali,"['damaal', 'dumeel', 'avanga', 'oru', 'nalla', 'poraali']",6
None-of-the-above,Namma samudayam setha eli mela ula eekal.oruthanum udaviki Vara matanuga suyanalam.naluperu thati keeta iduga mootu poi irukum.,"['namma', 'samudayam', 'setha', 'eli', 'mela', 'ula', 'eekal', '.', 'oruthanum', 'udaviki', 'vara', 'matanuga', 'suyanalam', '.', 'naluperu', 'thati', 'keeta', 'iduga', 'mootu', 'poi', 'irukum', '.']",22
None-of-the-above,Unga Veetla pannala Pola naga ellam pannitu than erukom,"['unga', 'veetla', 'pannala', 'pola', 'naga', 'ellam', 'pannitu', 'than', 'erukom']",9
Transphobic,Evangaluku nala job kudutha yen endhe mari thapu pana poranga?? Society la yavalo asingam panuranga theriyuma? But sela per erukanga mosamanavanga transgender.. but na nala transgender pathi soluren... avanglaukum oru gender dhan,"['evangaluku', 'nala', 'job', 'kudutha', 'yen', 'endhe', 'mari', 'thapu', 'pana', 'poranga', '?', '?', 'society', 'la', 'yavalo', 'asingam', 'panuranga', 'theriyuma', '?', 'but', 'sela', 'per', 'erukanga', 'mosamanavanga', 'transgender', '......', 'but', 'na', 'nala', 'transgender', 'pathi', 'soluren', '......', 'avanglaukum', 'oru', 'gender', 'dhan']",37
Misandry,Aandal thayai ngra apo unga appan kuda paduthala da echa thayoli,"['aandal', 'thayai', 'ngra', 'apo', 'unga', 'appan', 'kuda', 'paduthala', 'da', 'echa', 'thayoli']",11
None-of-the-above,Epdilam episoda kondu poringada pavingala.,"['epdilam', 'episoda', 'kondu', 'poringada', 'pavingala', '.']",6
Hope-Speech,32:03 the best part for me.. 🌟🌟; 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰; ; Please part 2 panunga..varun n his mother seranum.. varun'kum jodi  patner yaaru?,"['32', ':', '03', 'the', 'best', 'part', 'for', 'me', '......', ';', ';', ';', 'please', 'part', '2', 'panunga', '......', 'varun', 'n', 'his', 'mother', 'seranum', '......', 'varun', ""'"", 'kum', 'jodi', 'patner', 'yaaru', '?']",30
None-of-the-above,Sinhgad Killa Kehne Ko Sundar Sundar Mahila annada Ramayan paisa mudiyala???? 😫😫😫,"['sinhgad', 'killa', 'kehne', 'ko', 'sundar', 'sundar', 'mahila', 'annada', 'ramayan', 'paisa', 'mudiyala', '?', '?', '?', '?']",15
None-of-the-above,Pona ellam mudichittu last ah prank nu solluvanga 😁😁,"['pona', 'ellam', 'mudichittu', 'last', 'ah', 'prank', 'nu', 'solluvanga']",8
Misandry,Ivan eppevum religion pblm ai create panre ivanthaan iyokkiyen; ; Bjp ode Kai kooli ; ; Athaan ivanai arrest pannaame irukkuraange,"['ivan', 'eppevum', 'religion', 'pblm', 'ai', 'create', 'panre', 'ivanthaan', 'iyokkiyen', ';', ';', 'bjp', 'ode', 'kai', 'kooli', ';', ';', 'athaan', 'ivanai', 'arrest', 'pannaame', 'irukkuraange']",22
None-of-the-above,Unga kita vaalrathe periya visayam da inemel,"['unga', 'kita', 'vaalrathe', 'periya', 'visayam', 'da', 'inemel']",7
None-of-the-above,Pandiyan P  Maduraila room podalama,"['pandiyan', 'p', 'maduraila', 'room', 'podalama']",5
Counter-speech,mack mani  love marriage panna pethavanga venamnu solluvangala avanga enna pethavanga enaku enna pudikum nu avangaluku theriyum enna vazha vekkanam nu paappaanga saavadika maatanga,"['mack', 'mani', 'love', 'marriage', 'panna', 'pethavanga', 'venamnu', 'solluvangala', 'avanga', 'enna', 'pethavanga', 'enaku', 'enna', 'pudikum', 'nu', 'avangaluku', 'theriyum', 'enna', 'vazha', 'vekkanam', 'nu', 'paappaanga', 'saavadika', 'maatanga']",24
Homophobia,Ipdila pesi pesi than Mel Nadu culture ah kondu vanthu Nadu nasama pogudu???? Oru anuku oru pen ithan nature.....,"['ipdila', 'pesi', 'pesi', 'than', 'mel', 'nadu', 'culture', 'ah', 'kondu', 'vanthu', 'nadu', 'nasama', 'pogudu', '?', '?', '?', '?', 'oru', 'anuku', 'oru', 'pen', 'ithan', 'nature', '......']",24
Homophobia,anna indha homosexualitya eppadi cure pandradhu oru video podungana,"['anna', 'indha', 'homosexualitya', 'eppadi', 'cure', 'pandradhu', 'oru', 'video', 'podungana']",9
None-of-the-above,Varathachana thappu tha atha thaduka vali pakkanum.....Ponne atha ketta Apram epdi kuraum .Ena mapla veetargaluku thonda thanni micham.....,"['varathachana', 'thappu', 'tha', 'atha', 'thaduka', 'vali', 'pakkanum', '......', 'ponne', 'atha', 'ketta', 'apram', 'epdi', 'kuraum', '.', 'ena', 'mapla', 'veetargaluku', 'thonda', 'thanni', 'micham', '......']",22
Xenophobia,Deii podhum ceeenakangala... Ungala kolithitta ulagamey nalla irukkum... Saniyaneyyy 🙄🙄🙄,"['deii', 'podhum', 'ceeenakangala', '......', 'ungala', 'kolithitta', 'ulagamey', 'nalla', 'irukkum', '......', 'saniyaneyyy']",11
Transphobic,onna senthu adichu amanathoda oda vidanum.intha poriki naaigala.onu rendu tha olukam.matha thela thevidiyaluga tha.ithunala tha inthungala naai mathri pakuranga,"['onna', 'senthu', 'adichu', 'amanathoda', 'oda', 'vidanum', '.', 'intha', 'poriki', 'naaigala', '.', 'onu', 'rendu', 'tha', 'olukam', '.', 'matha', 'thela', 'thevidiyaluga', 'tha', '.', 'ithunala', 'tha', 'inthungala', 'naai', 'mathri', 'pakuranga']",27
None-of-the-above,Hamelton Melvin   most welcome dude.,"['hamelton', 'melvin', 'most', 'welcome', 'dude', '.']",6
None-of-the-above,My husband 13 years nalla kettar. Ippa avunga akka 6 peru Anna thambi 3 peru ellarum sernthu pondati petcha pondati thasanu solli ippa ketga matteinkuraru😭😭😭😭😭😭,"['my', 'husband', '13', 'years', 'nalla', 'kettar', '.', 'ippa', 'avunga', 'akka', '6', 'peru', 'anna', 'thambi', '3', 'peru', 'ellarum', 'sernthu', 'pondati', 'petcha', 'pondati', 'thasanu', 'solli', 'ippa', 'ketga', 'matteinkuraru']",26
Counter-speech,Neenga ungapasangalukku nalla kunam nalla  vozukkam katru kotunka appo than avanga periyavargal aanal thannudaia manaiviyai nanraga mariyathai taruvargal,"['neenga', 'ungapasangalukku', 'nalla', 'kunam', 'nalla', 'vozukkam', 'katru', 'kotunka', 'appo', 'than', 'avanga', 'periyavargal', 'aanal', 'thannudaia', 'manaiviyai', 'nanraga', 'mariyathai', 'taruvargal']",18
None-of-the-above,Itha poi ne government  da sollanum!!!!,"['itha', 'poi', 'ne', 'government', 'da', 'sollanum', '!', '!', '!', '!']",10
None-of-the-above,Nanba 7h than iruku wait pannuren.....nega panna ella park pathutu varen ella prank kum mass than! Vera level nanba!,"['nanba', '7h', 'than', 'iruku', 'wait', 'pannuren', '......', 'nega', 'panna', 'ella', 'park', 'pathutu', 'varen', 'ella', 'prank', 'kum', 'mass', 'than', '!', 'vera', 'level', 'nanba', '!']",23
Misandry,Dei hindu va pathi pesnaa nee yn da muslim oda compare panni hindu muslim prblm create panna paakriyaa naye,"['dei', 'hindu', 'va', 'pathi', 'pesnaa', 'nee', 'yn', 'da', 'muslim', 'oda', 'compare', 'panni', 'hindu', 'muslim', 'prblm', 'create', 'panna', 'paakriyaa', 'naye']",19
None-of-the-above,dai devathasi Na enna meaning theriyama first. devathasi Na iraivanuku thondu seyyum pengal . aptina koviluku aadu maadu kala nenthu vidura mathiri ponnukala thirupaniku anupurathu . ethu ennne theriyama devathasi nale vipasari nu nenasu naye nee medaila pesura,"['dai', 'devathasi', 'na', 'enna', 'meaning', 'theriyama', 'first', '.', 'devathasi', 'na', 'iraivanuku', 'thondu', 'seyyum', 'pengal', '.', 'aptina', 'koviluku', 'aadu', 'maadu', 'kala', 'nenthu', 'vidura', 'mathiri', 'ponnukala', 'thirupaniku', 'anupurathu', '.', 'ethu', 'ennne', 'theriyama', 'devathasi', 'nale', 'vipasari', 'nu', 'nenasu', 'naye', 'nee', 'medaila', 'pesura']",39
None-of-the-above,Ipdiyum silla nalulangal iruk..... Super thozhi....,"['ipdiyum', 'silla', 'nalulangal', 'iruk', '......', 'super', 'thozhi', '......']",8
None-of-the-above,athuku eppo enna da vara velai iruntha paaru da,"['athuku', 'eppo', 'enna', 'da', 'vara', 'velai', 'iruntha', 'paaru', 'da']",9
None-of-the-above,Part 2 yepo poduvinga anna,"['part', '2', 'yepo', 'poduvinga', 'anna']",5
Misandry,Raja thevdiya paiya poda kommala,"['raja', 'thevdiya', 'paiya', 'poda', 'kommala']",5
Counter-speech,Ungaluku yallam yathula prank pandrathunu thariyatha intha mathiri pandrathu avangala asingapaduthura erukku. kovama varuthu bro neenga prank pandrathu,"['ungaluku', 'yallam', 'yathula', 'prank', 'pandrathunu', 'thariyatha', 'intha', 'mathiri', 'pandrathu', 'avangala', 'asingapaduthura', 'erukku', '.', 'kovama', 'varuthu', 'bro', 'neenga', 'prank', 'pandrathu']",19
None-of-the-above,Mani Kandan  hey Ur watsapp number,"['mani', 'kandan', 'hey', 'ur', 'watsapp', 'number']",6
None-of-the-above,Broo am sri lanka. Epdi oru boye a pathadu romba hpy. Am girl bt enaku boyesmella numbika ella. Ogala oru nalla frnda paka thonudu.,"['broo', 'am', 'sri', 'lanka', '.', 'epdi', 'oru', 'boye', 'a', 'pathadu', 'romba', 'hpy', '.', 'am', 'girl', 'bt', 'enaku', 'boyesmella', 'numbika', 'ella', '.', 'ogala', 'oru', 'nalla', 'frnda', 'paka', 'thonudu', '.']",28
None-of-the-above,Idhu mutrilum kevalamanadhu.. Iyarkaiku ediranadu.. Idhu naatukum en ulagathukume kedu.,"['idhu', 'mutrilum', 'kevalamanadhu', '......', 'iyarkaiku', 'ediranadu', '......', 'idhu', 'naatukum', 'en', 'ulagathukume', 'kedu', '.']",13
None-of-the-above,Ram unga videos munnadi pathirukken romba pidikkum aana intha vizayangal kekkurappa kavallaya irukku 🥰🤗,"['ram', 'unga', 'videos', 'munnadi', 'pathirukken', 'romba', 'pidikkum', 'aana', 'intha', 'vizayangal', 'kekkurappa', 'kavallaya', 'irukku']",13
Misandry,Prakash 1961  enda mada koothi paapan oopan nu pesama Tamil naatula irukuraven  Ellam tamilane kidayathu  naa unnatha sonen punda neeye Telugu kanadam pesura punda Inga vathu tu mathavana veliya poga solura,"['prakash', '1961', 'enda', 'mada', 'koothi', 'paapan', 'oopan', 'nu', 'pesama', 'tamil', 'naatula', 'irukuraven', 'ellam', 'tamilane', 'kidayathu', 'naa', 'unnatha', 'sonen', 'punda', 'neeye', 'telugu', 'kanadam', 'pesura', 'punda', 'inga', 'vathu', 'tu', 'mathavana', 'veliya', 'poga', 'solura']",31
Xenophobia,Cross Arya naikku tamizh nattila enna vela adichu tukki vizhiya podanum,"['cross', 'arya', 'naikku', 'tamizh', 'nattila', 'enna', 'vela', 'adichu', 'tukki', 'vizhiya', 'podanum']",11
None-of-the-above,Kaveri  problem and tamil nadu river problems,"['kaveri', 'problem', 'and', 'tamil', 'nadu', 'river', 'problems']",7
None-of-the-above,Shashank Gupta  how are you shashank,"['shashank', 'gupta', 'how', 'are', 'you', 'shashank']",6
Transphobic,G konjam Anna tower ku poi Paruga g avaga thola thagamudiyala,"['g', 'konjam', 'anna', 'tower', 'ku', 'poi', 'paruga', 'g', 'avaga', 'thola', 'thagamudiyala']",11
Transphobic,Unggallukkum .....thirunanggaiggalukkum .....enna vithiyasam ..........???¿?,"['unggallukkum', '......', 'thirunanggaiggalukkum', '......', 'enna', 'vithiyasam', '......', '?', '?', '?', '¿', '?']",12
Misandry,Ashwin Virat  yoww breef ah solla anga onnum pearusaaa nakkala nivera,"['ashwin', 'virat', 'yoww', 'breef', 'ah', 'solla', 'anga', 'onnum', 'pearusaaa', 'nakkala', 'nivera']",11
Transphobic,Yedukarathu picha athula gethu veraa,"['yedukarathu', 'picha', 'athula', 'gethu', 'veraa']",5
None-of-the-above,Gh Wb aye thambi thappu appadi pesakoodathu avaru unakkum sethudha pesuraru illana,"['gh', 'wb', 'aye', 'thambi', 'thappu', 'appadi', 'pesakoodathu', 'avaru', 'unakkum', 'sethudha', 'pesuraru', 'illana']",12
None-of-the-above,Babu Natarajan  number kudu msg panuran,"['babu', 'natarajan', 'number', 'kudu', 'msg', 'panuran']",6
Xenophobia,Appo thurogigalaiyum kettavangalaiyumthanne alikanum. Appavi janangal yenna paavam panninaargal. Athil nallavargalum irukiraargale,"['appo', 'thurogigalaiyum', 'kettavangalaiyumthanne', 'alikanum', '.', 'appavi', 'janangal', 'yenna', 'paavam', 'panninaargal', '.', 'athil', 'nallavargalum', 'irukiraargale']",14
None-of-the-above,En husband ku eppamay amma than,"['en', 'husband', 'ku', 'eppamay', 'amma', 'than']",6
None-of-the-above,Super super vote for Gopi anna,"['super', 'super', 'vote', 'for', 'gopi', 'anna']",6
None-of-the-above,Sar ungal melea ormryathai ya eareake nangal paisea sareyapassevingea sar,"['sar', 'ungal', 'melea', 'ormryathai', 'ya', 'eareake', 'nangal', 'paisea', 'sareyapassevingea', 'sar']",10
Misandry,Shreedhar Shreedhar dei kena punda yara serupala adipa ne first avan ena sona kelu ivanga sathama pesurudhu podra adhuku munadi nadandha yaru da ketinga pundaingala,"['shreedhar', 'shreedhar', 'dei', 'kena', 'punda', 'yara', 'serupala', 'adipa', 'ne', 'first', 'avan', 'ena', 'sona', 'kelu', 'ivanga', 'sathama', 'pesurudhu', 'podra', 'adhuku', 'munadi', 'nadandha', 'yaru', 'da', 'ketinga', 'pundaingala']",25
None-of-the-above,Nalladhudhan makkal thohai kammi agum,"['nalladhudhan', 'makkal', 'thohai', 'kammi', 'agum']",5
Counter-speech,LGBT  yarum plss ungala kevalama peasuranga nu sorndhu pogadhenga bcz men and woman oda unarvey inga purenjukaadha mirugam inga irukanga so poradanum thaiireyama i will support,"['lgbt', 'yarum', 'plss', 'ungala', 'kevalama', 'peasuranga', 'nu', 'sorndhu', 'pogadhenga', 'bcz', 'men', 'and', 'woman', 'oda', 'unarvey', 'inga', 'purenjukaadha', 'mirugam', 'inga', 'irukanga', 'so', 'poradanum', 'thaiireyama', 'i', 'will', 'support']",26
None-of-the-above,RiyasAhamed MohamedIsmail avanga apadi than mathanum,"['riyasahamed', 'mohamedismail', 'avanga', 'apadi', 'than', 'mathanum']",6
Homophobia,Gay na pakura ellar melayum love oh illa sex feeling oh varadhu... Nee pakura pombalailam sex feeling la thaan papiya.. Enda dei,"['gay', 'na', 'pakura', 'ellar', 'melayum', 'love', 'oh', 'illa', 'sex', 'feeling', 'oh', 'varadhu', '......', 'nee', 'pakura', 'pombalailam', 'sex', 'feeling', 'la', 'thaan', 'papiya', '......', 'enda', 'dei']",24
None-of-the-above,Antha manusu than sir kadaul🙏🙏🙏🙏🙏🙏,"['antha', 'manusu', 'than', 'sir', 'kadaul']",5
None-of-the-above,Senthamil Selvan  na top intrest eruku,"['senthamil', 'selvan', 'na', 'top', 'intrest', 'eruku']",6
None-of-the-above,Vasanth Kumar  uga nunber send me,"['vasanth', 'kumar', 'uga', 'nunber', 'send', 'me']",6
None-of-the-above,Orange letter vera level acting,"['orange', 'letter', 'vera', 'level', 'acting']",5
None-of-the-above,athu eppadi mudiyum... irukkara arasu aavanangal avar yaar yenbathai unarthividum...,"['athu', 'eppadi', 'mudiyum', '......', 'irukkara', 'arasu', 'aavanangal', 'avar', 'yaar', 'yenbathai', 'unarthividum', '......']",12
None-of-the-above,Makeup by Yesu  hi Anna,"['makeup', 'by', 'yesu', 'hi', 'anna']",5
Misandry,Pichai bjp echai raja tevidiya,"['pichai', 'bjp', 'echai', 'raja', 'tevidiya']",5
None-of-the-above,Naa soluvathu ondru thaa; Z tamil pakathingaaa,"['naa', 'soluvathu', 'ondru', 'thaa', ';', 'z', 'tamil', 'pakathingaaa']",8
Misandry,Ne foreign poda apo su**,"['ne', 'foreign', 'poda', 'apo', 'su', '*', '*']",7
Misandry,Deii gommala thevudiya payale echha raja...ungamma bathini pundaya daa thevudiya payale...,"['deii', 'gommala', 'thevudiya', 'payale', 'echha', 'raja', '......', 'ungamma', 'bathini', 'pundaya', 'daa', 'thevudiya', 'payale', '......']",14
None-of-the-above,Unga veetla ipadi nadantha ippadi pesuvingala sir,"['unga', 'veetla', 'ipadi', 'nadantha', 'ippadi', 'pesuvingala', 'sir']",7
Xenophobia,Chinava ulakanadukal sernthu alichida worl nalla irukkum👍,"['chinava', 'ulakanadukal', 'sernthu', 'alichida', 'worl', 'nalla', 'irukkum']",7
None-of-the-above,Yov yana ya sirika vaikama ipadi aluga vachitinga... So so emotional.. Manasaa ullukiruchiiii.,"['yov', 'yana', 'ya', 'sirika', 'vaikama', 'ipadi', 'aluga', 'vachitinga', '......', 'so', 'so', 'emotional', '......', 'manasaa', 'ullukiruchiiii', '.']",16
None-of-the-above,Balamurugan M  How are you,"['balamurugan', 'm', 'how', 'are', 'you']",5
Misandry,Andha Judge ja Seruppala Adikkanum!,"['andha', 'judge', 'ja', 'seruppala', 'adikkanum', '!']",6
None-of-the-above,Yana bro singel tea pathu panrigala,"['yana', 'bro', 'singel', 'tea', 'pathu', 'panrigala']",6
Hope-Speech,Unga Nalla manasaku neega Nalla irupiga Akka,"['unga', 'nalla', 'manasaku', 'neega', 'nalla', 'irupiga', 'akka']",7
Hope-Speech,Antha akka manasu tha sir kadavul,"['antha', 'akka', 'manasu', 'tha', 'sir', 'kadavul']",6
Misandry,Dai mendal ponnunga pathi unaku enna da teriyum mendal,"['dai', 'mendal', 'ponnunga', 'pathi', 'unaku', 'enna', 'da', 'teriyum', 'mendal']",9
None-of-the-above,Nan thumpnail la pathutu chinmayi nu nanachan 🙄🙄,"['nan', 'thumpnail', 'la', 'pathutu', 'chinmayi', 'nu', 'nanachan']",7
Misandry,Unga appana poi solu da,"['unga', 'appana', 'poi', 'solu', 'da']",5
Hope-Speech,Aiyooo goosebumps paa andha akka pandradhu vera lvl 😍😍😍😍,"['aiyooo', 'goosebumps', 'paa', 'andha', 'akka', 'pandradhu', 'vera', 'lvl']",8
None-of-the-above,Vijay Ramanan  romba sariya sonneenga,"['vijay', 'ramanan', 'romba', 'sariya', 'sonneenga']",5
None-of-the-above,Balamurugan M  thank you. My mail id :- viswa1982hotmail.com,"['balamurugan', 'm', 'thank', 'you', '.', 'my', 'mail', 'id', ':', '-', 'viswa1982hotmail', '.', 'com']",13
None-of-the-above,We need Paari as CM 🙏,"['we', 'need', 'paari', 'as', 'cm']",5
Xenophobia,xmsrks  nanum hindudhan idhe om namashivaya sollidhan nanum solren... En samyta enaku puriyadha mozhila enakaga enaku sampantham iladha mozhila venduradhu enaku virupame iladha onnu... En madhathumela enakume niraya patru irukku.... Sanskrit venamnu solra elarume hinduku opposite ila... Idha nenga purinjukanum,"['xmsrks', 'nanum', 'hindudhan', 'idhe', 'om', 'namashivaya', 'sollidhan', 'nanum', 'solren', '......', 'en', 'samyta', 'enaku', 'puriyadha', 'mozhila', 'enakaga', 'enaku', 'sampantham', 'iladha', 'mozhila', 'venduradhu', 'enaku', 'virupame', 'iladha', 'onnu', '......', 'en', 'madhathumela', 'enakume', 'niraya', 'patru', 'irukku', '......', 'sanskrit', 'venamnu', 'solra', 'elarume', 'hinduku', 'opposite', 'ila', '......', 'idha', 'nenga', 'purinjukanum']",44
Transphobic,Tirunangai than namala Poga vida Matamga etha ena pudhusa eruku,"['tirunangai', 'than', 'namala', 'poga', 'vida', 'matamga', 'etha', 'ena', 'pudhusa', 'eruku']",10
None-of-the-above,Idhalam romba mukiyam. Vera velaiye ungalaku la,"['idhalam', 'romba', 'mukiyam', '.', 'vera', 'velaiye', 'ungalaku', 'la']",8
None-of-the-above,harihara shankar  nenga entha ooru bro,"['harihara', 'shankar', 'nenga', 'entha', 'ooru', 'bro']",6
Counter-speech,Amutha Amutha  en ponnuke kalyanam agiruchu pa aduthavangalukaga kanneer varum pondatikaga irakapadatha aangalum irukanga la .but naan lucky sister,"['amutha', 'amutha', 'en', 'ponnuke', 'kalyanam', 'agiruchu', 'pa', 'aduthavangalukaga', 'kanneer', 'varum', 'pondatikaga', 'irakapadatha', 'aangalum', 'irukanga', 'la', '.', 'but', 'naan', 'lucky', 'sister']",20
None-of-the-above,Una amma appa una valarhatha,"['una', 'amma', 'appa', 'una', 'valarhatha']",5
None-of-the-above,Babu Natarajan  Apk near challamda,"['babu', 'natarajan', 'apk', 'near', 'challamda']",5
None-of-the-above,Manitha neyam ullavarkal than unmaiyana deivam👍👍,"['manitha', 'neyam', 'ullavarkal', 'than', 'unmaiyana', 'deivam']",6
